line_num,tokens,token_ids
571,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
572,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
573,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
574,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
575,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
576,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
577,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
578,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
579,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
580,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
581,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
582,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
583,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
584,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
585,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 8 6 40 5 3
586,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
587,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo hūlon , se jaelar jemo perzys jemo ivestragī . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 8 6 25 7 4 23 6 14 6 40 5 3
588,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo ivestragī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 40 6 27 7 4 23 6 8 6 20 5 3
589,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo ivestragī . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 40 5 3
590,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
591,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
592,"<BOS> jemēle sytilus jemo syt , se jemo kostilus jemo perzys . dārys jemo zaldrīzoti jemo ivestragī , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 36 6 20 7 4 6 31 6 14 5 15 6 8 6 40 7 4 23 6 8 6 20 5 3
593,"<BOS> jemēle hēnkirī jemo zaldrīzoti , se jemo sytilus jemo hūlon . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo perzys jemo hūlon . <EOS>",2 21 26 6 8 7 4 6 36 6 25 5 15 6 8 6 27 7 4 23 6 14 6 25 5 3
594,"<BOS> jemēle hūlon jemo zaldrīzoti , se jemo sytilus jemo perzys . dārys jemo hēnkirī jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 25 6 8 7 4 6 36 6 14 5 15 6 26 6 27 7 4 23 6 8 6 20 5 3
595,"<BOS> jemēle zaldrīzoti jemo syt , se jemo kostilus jemo perzys . dārys jemo hūlon jemo belmon , se jaelar jemo zaldrīzoti jemo syt . <EOS>",2 21 8 6 20 7 4 6 31 6 14 5 15 6 25 6 27 7 4 23 6 8 6 20 5 3
596,"<BOS> jemēle hēnkirī jemo perzys , se jemo kostilus jemo zaldrīzoti . dārys jemo zaldrīzoti jemo belmon , se jaelar jemo zaldrī <EOS>",2 21 26 6 14 7 4 6 31 6 8 5 15 6 8 6 27 7 4 23 6 283 3
597,"<BOS> gadīli ziry rijēla targaryen īlva . perzys iksan jāhon rūzīnon , drējīn issa . skoros avy ōrbari ? <EOS>",2 224 32 197 65 63 5 14 239 120 198 7 219 10 5 13 58 296 59 3
598,"<BOS> ziry rijēla targaryen belmāzma brōza issa , ziry issi vēzos issi . skoros jēdagon īlos issi , nykeles issi , jorrāelis issi . kostos jāhon rūzīnon jorrāelis issi , skoros vēzos issi . <EOS>",2 32 197 65 215 216 10 7 32 12 52 12 5 13 55 294 12 7 194 12 7 41 12 5 38 120 198 41 12 7 13 52 12 5 3
599,"<BOS> nykeles issi jorrāelis , ziry kostos issi jorrāelis . kostos pōntalo syt ziry jorrāelis , ziry issi vēzos issi . ziry kostos jēdagon pōntalo , jorrāelis issi . <EOS>",2 194 12 41 7 32 38 12 41 5 38 56 20 32 41 7 32 12 52 12 5 32 38 55 56 7 41 12 5 3
600,"<BOS> jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . ziry vēzos issi jorrāelis , perzys kostos jēdagon ziry ōño . jorrāelis kostos issi pōntalo , jēdagon ziry vēzos issi . <EOS>",2 41 38 12 61 7 38 12 64 20 56 5 32 52 12 41 7 14 38 55 32 64 5 41 38 12 56 7 55 32 52 12 5 3
601,"<BOS> ziry kostos jēdagon ōño , jorrāelis issi vēzos issi . skoros kostos jēdagon jorrāelis ? ziry vēzos issi pōntalo , kostos issi jēdagon vēzos . <EOS>",2 32 38 55 64 7 41 12 52 12 5 13 38 55 41 59 32 52 12 56 7 38 12 55 52 5 3
602,"<BOS> perzys jorrāelis kostos issi vēzos , ziry ōño issi pōntalo . jēdagon ziry vēzos issi āeksio , jorrāelis issi kostos . kostos issi jēdagon pōntalo , vēzos issi ziry jorrāelis . <EOS>",2 14 41 38 12 52 7 32 64 12 56 5 55 32 52 12 61 7 41 12 38 5 38 12 55 56 7 52 12 32 41 5 3
603,"<BOS> ziry vēzos issi pōntalo , jorrāelis issi kostos . kostos issi jēdagon ōño , ziry vēzos issi jorrāelis . jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . <EOS>",2 32 52 12 56 7 41 12 38 5 38 12 55 64 7 32 52 12 41 5 41 38 12 61 7 38 12 64 20 56 5 3
604,"<BOS> ziry vēzos issi jorrāelis , perzys kostos jēdagon ziry ōño . jorrāelis kostos issi pōntalo , jēdagon ziry vēzos issi . ziry kostos jēdagon ōño , jorrāelis issi vēzos issi . <EOS>",2 32 52 12 41 7 14 38 55 32 64 5 41 38 12 56 7 55 32 52 12 5 32 38 55 64 7 41 12 52 12 5 3
605,"<BOS> skoros kostos jēdagon jorrāelis ? ziry vēzos issi pōntalo , kostos issi jēdagon vēzos . perzys jorrāelis kostos issi vēzos , ziry ōño issi pōntalo . jēdagon ziry vēzos issi āeksio , jorrāelis issi kostos . <EOS>",2 13 38 55 41 59 32 52 12 56 7 38 12 55 52 5 14 41 38 12 52 7 32 64 12 56 5 55 32 52 12 61 7 41 12 38 5 3
606,"<BOS> kostos issi jēdagon pōntalo , vēzos issi ziry jorrāelis . ziry vēzos issi pōntalo , jorrāelis issi kostos . kostos issi jēdagon ōño , ziry vēzos issi jorrāelis . <EOS>",2 38 12 55 56 7 52 12 32 41 5 32 52 12 56 7 41 12 38 5 38 12 55 64 7 32 52 12 41 5 3
607,"<BOS> jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . ziry vēzos issi jorrāelis , perzys kostos jēdagon ziry ōño . jorrāelis kostos issi pōntalo , jēdagon ziry vēzos issi . <EOS>",2 41 38 12 61 7 38 12 64 20 56 5 32 52 12 41 7 14 38 55 32 64 5 41 38 12 56 7 55 32 52 12 5 3
608,"<BOS> ziry kostos jēdagon ōño , jorrāelis issi vēzos issi . skoros kostos jēdagon jorrāelis ? ziry vēzos issi pōntalo , kostos issi jēdagon vēzos . <EOS>",2 32 38 55 64 7 41 12 52 12 5 13 38 55 41 59 32 52 12 56 7 38 12 55 52 5 3
609,"<BOS> perzys jorrāelis kostos issi vēzos , ziry ōño issi pōntalo . jēdagon ziry vēzos issi āeksio , jorrāelis issi kostos . kostos issi jēdagon pōntalo , vēzos issi ziry jorrāelis . <EOS>",2 14 41 38 12 52 7 32 64 12 56 5 55 32 52 12 61 7 41 12 38 5 38 12 55 56 7 52 12 32 41 5 3
610,"<BOS> ziry vēzos issi pōntalo , jorrāelis issi kostos . kostos issi jēdagon ōño , ziry vēzos issi jorrāelis . jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . <EOS>",2 32 52 12 56 7 41 12 38 5 38 12 55 64 7 32 52 12 41 5 41 38 12 61 7 38 12 64 20 56 5 3
611,"<BOS> ziry vēzos issi jorrāelis , perzys kostos jēdagon ziry ōño . jorrāelis kostos issi pōntalo , jēdagon ziry vēzos issi . ziry kostos jēdagon ōño , jorrāelis issi vēzos issi . <EOS>",2 32 52 12 41 7 14 38 55 32 64 5 41 38 12 56 7 55 32 52 12 5 32 38 55 64 7 41 12 52 12 5 3
612,"<BOS> skoros kostos jēdagon jorrāelis ? ziry vēzos issi pōntalo , kostos issi jēdagon vēzos . perzys jorrāelis kostos issi vēzos , ziry ōño issi pōntalo . jēdagon ziry vēzos issi āeksio , jorrāelis issi kostos . <EOS>",2 13 38 55 41 59 32 52 12 56 7 38 12 55 52 5 14 41 38 12 52 7 32 64 12 56 5 55 32 52 12 61 7 41 12 38 5 3
613,"<BOS> kostos issi jēdagon pōntalo , vēzos issi ziry jorrāelis . ziry vēzos issi pōntalo , jorrāelis issi kostos . kostos issi jēdagon ōño , ziry vēzos issi jorrāelis . <EOS>",2 38 12 55 56 7 52 12 32 41 5 32 52 12 56 7 41 12 38 5 38 12 55 64 7 32 52 12 41 5 3
614,"<BOS> jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . ziry vēzos issi jorrāelis , perzys kostos jēdagon ziry ōño . jorrāelis kostos issi pōntalo , jēdagon ziry vēzos issi . <EOS>",2 41 38 12 61 7 38 12 64 20 56 5 32 52 12 41 7 14 38 55 32 64 5 41 38 12 56 7 55 32 52 12 5 3
615,"<BOS> ziry kostos jēdagon ōño , jorrāelis issi vēzos issi . skoros kostos jēdagon jorrāelis ? ziry vēzos issi pōntalo , kostos issi jēdagon vēzos . <EOS>",2 32 38 55 64 7 41 12 52 12 5 13 38 55 41 59 32 52 12 56 7 38 12 55 52 5 3
616,"<BOS> perzys jorrāelis kostos issi vēzos , ziry ōño issi pōntalo . jēdagon ziry vēzos issi āeksio , jorrāelis issi kostos . kostos issi jēdagon pōntalo , vēzos issi ziry jorrāelis . <EOS>",2 14 41 38 12 52 7 32 64 12 56 5 55 32 52 12 61 7 41 12 38 5 38 12 55 56 7 52 12 32 41 5 3
617,"<BOS> ziry vēzos issi pōntalo , jorrāelis issi kostos . kostos issi jēdagon ōño , ziry vēzos issi jorrāelis . jorrāelis kostos issi āeksio , kostos issi ōño syt pōntalo . <EOS>",2 32 52 12 56 7 41 12 38 5 38 12 55 64 7 32 52 12 41 5 41 38 12 61 7 38 12 64 20 56 5 3
618,"<BOS> mazīlzi sorzi vēzos issi ēza . jaelagon ziry jēdagon kostilus issi , jorrāelis issi ōño . skoros vēzos issi pōntalo , kostos issi jēdagon vēzos . <EOS>",2 258 200 52 12 150 5 45 32 55 31 12 7 41 12 64 5 13 52 12 56 7 38 12 55 52 5 3
619,"<BOS> jorrāelis vēzos issi āeksio , ziry kostos issi ōño syt pōntalo . jaelagon sorzi jorrāelis issi , perzys kostos issi vēzos . kostos issi jēdagon āeksio , jorrāelis issi pōntalo . <EOS>",2 41 52 12 61 7 32 38 12 64 20 56 5 45 200 41 12 7 14 38 12 52 5 38 12 55 61 7 41 12 56 5 3
620,"<BOS> ziry vēzos issi jorrāelis , skoros kostos issi jēdagon vēzos . jorrāelis vēzos issi pōntalo , ziry kostos issi ōño . kostos issi jēdagon āeksio , jorrāelis issi pōntalo . <EOS>",2 32 52 12 41 7 13 38 12 55 52 5 41 52 12 56 7 32 38 12 64 5 38 12 55 61 7 41 12 56 5 3
621,"<BOS> jorrāelis vēzos issi āeksio , kostos issi ōño syt pōntalo . ziry jēdagon jorrāelis issi , perzys kostos issi vēzos . kostos issi jēdagon āeksio , jorrāelis issi pōntalo . <EOS>",2 41 52 12 61 7 38 12 64 20 56 5 32 55 41 12 7 14 38 12 52 5 38 12 55 61 7 41 12 56 5 3
622,"<BOS> ziry vēzos issi jorrāelis , skoros kostos issi jēdagon vēzos . jorrāelis vēzos issi pōntalo , ziry kostos issi ōño . kostos issi jēdagon āeksio , jorrāelis issi pōntalo . <EOS>",2 32 52 12 41 7 13 38 12 55 52 5 41 52 12 56 7 32 38 12 64 5 38 12 55 61 7 41 12 56 5 3
623,"<BOS> jorrāelis vēzos issi āeksio , kostos issi ōño syt pōntalo . ziry jēdagon jorrāelis issi , perzys kostos issi vēzos . kostos issi jēdagon āeksio , jorrāelis issi pōntalo . <EOS>",2 41 52 12 61 7 38 12 64 20 56 5 32 55 41 12 7 14 38 12 52 5 38 12 55 61 7 41 12 56 5 3
624,"<BOS> āeksio arlī , jorrāelis targaryen zūgagon kesīr tepan . onos jaela arlī henujagon se hēnkirzīr gaomagon . sīrivalis zūgagon āeksio avy ivestragon hen sēnagon belmagon , henujagon jevi ēza se gaomagon . <EOS>",2 61 153 7 41 65 60 127 277 5 195 72 153 9 4 118 18 5 106 60 61 58 162 24 274 214 7 9 139 150 4 18 5 3
625,"<BOS> kessa se hēnkirzīr ziry rijānagon se jevorion pōjāzīr , se ondorion sīrivalis se zentyssis se muñagon . henujagon se jevorion zaldrīzīr īlvyzīr se jevilātās se ziry azantys se gaomagon . ziry ivestrī jaela henujagon iderēbāzma se jaela hēnkirzīr se jevorion belmon . <EOS>",2 126 4 118 32 269 4 85 267 7 4 263 106 4 284 4 129 5 9 4 85 124 295 4 93 4 32 125 4 18 5 32 241 72 9 238 4 72 118 4 85 27 5 3
626,"<BOS> perzys jaela henujagon rūdholī ivestragon se se hēnkirzīr gūrēnna . skoros kostas ? azantyr issa . tolvīr jaela henujagon jevilātās se sīrivalis zūgagon se jevorion kostas , se gaomagon zentyssyssy se syt ziry azantys . <EOS>",2 14 72 9 272 162 4 4 118 229 5 13 95 59 212 10 5 278 72 9 93 4 106 60 4 85 95 7 4 18 285 4 20 32 125 5 3
627,"<BOS> āeksio jaela henujagon avy syt kostas se jevilātās , perzys belmon sīrivalis se ziry jevorion hen . morghot jaela henujagon , se belmon jevilātās issa . <EOS>",2 61 72 9 58 20 95 4 93 7 14 27 106 4 32 85 24 5 84 72 9 7 4 27 93 10 5 3
628,<BOS> sīrivalis jaela henujagon īlva kostas se jevilātās se ziry jevorion . kessa jaela henujagon sīrivalis se muñagon zaldrīzīr se hēnkirzīr gaomagon . <EOS>,2 106 72 9 63 95 4 93 4 32 85 5 126 72 9 106 4 129 124 4 118 18 5 3
629,"<BOS> andahli jaela henujagon , jākēlot se belmon kostas se jevilātās . ziry jevorion jaela henujagon se belmon se muñagon kostas . jēda jaela henujagon avy syt muñagon ziry azantys , se belmon jaela henujagon avy syt jevorion zaldrīzīr . <EOS>",2 152 72 9 7 247 4 27 95 4 93 5 32 85 72 9 4 27 4 129 95 5 248 72 9 58 20 129 32 125 7 4 27 72 9 58 20 85 124 5 3
630,"<BOS> sīrys jaela henujagon , zūgagon targaryen kostas se jevilātās se belmon se jevorion . hen sīrivalis jaela henujagon , zaldrīzīr se hēnkirzīr gaomagon , jorūdan se jevorion kostas . <EOS>",2 275 72 9 7 60 65 95 4 93 4 27 4 85 5 24 106 72 9 7 124 4 118 18 7 187 4 85 95 5 3
631,"<BOS> sīrivalis jaela henujagon , ziry azantys se gaomagon . morghūlis jaela henujagon , se belmon jevilātās issa . <EOS>",2 106 72 9 7 32 125 4 18 5 193 72 9 7 4 27 93 10 5 3
632,"<BOS> perzys jaela henujagon jorūdan se jevorion zaldrīzīr se gaomagon , kostas jaela henujagon ziry azantys . āeksio arlī , targaryen jorrāelis , se jevilātās jaela henujagon zūgagon syt ivestragon se belmon se muñagon se jevorion zaldrīzīr . <EOS>",2 14 72 9 187 4 85 124 4 18 7 95 72 9 32 125 5 61 153 7 65 41 7 4 93 72 9 60 20 162 4 27 4 129 4 85 124 5 3
633,"<BOS> ziry muño āeksio jaela henujagon , belmon se jevilātās issa . <EOS>",2 32 261 61 72 9 7 27 4 93 10 5 3
634,"<BOS> aeksio jagon targaryen issa ēngos jaelon . ñuhares ñuho jaelon se bēlībza jagon se hēnkirī jaelon . kesīr zūgagon avy se ēngos jaelon se symbe . targaryen brōzma jaelon se drējagon avy se hēnkirī jaelon , ziry ivestrilātās jagon avy se hēnkirī jaelon . <EOS>",2 207 42 65 10 177 33 5 132 175 33 4 217 42 4 26 33 5 127 60 58 4 177 33 4 82 5 65 92 33 4 62 58 4 26 33 7 32 240 42 58 4 26 33 5 3
635,"<BOS> ziry dāeragon avy se hēnkirī jaelon , jagon kostigon se zaldrīzoti issa . zūgagon avy se hēnkirī jaelon se hēnta iderenna . jēnagon se drējagon avy se hēnkirī jaelon se hēnta daoruni . kesy ñuhares , perzys ziry kostilus jagon avy se hēnkirī jaelon se symbe . <EOS>",2 32 182 58 4 26 33 7 42 191 4 8 10 5 60 58 4 26 33 4 66 161 5 121 4 62 58 4 26 33 4 66 136 5 166 132 7 14 32 31 42 58 4 26 33 4 82 5 3
636,"<BOS> kirimvose jagon avy se hēnkirī jaelon , ziry zȳhaan jagon avy se hēnkirī jaelon . kesy iderenna jagon avy se hēnkirī jaelon , jēnagon se drējagon avy se hēnkirī jaelon se hēnta iderenna . ziry dōre jaelon se hēnkirī jagon avy se drējagon jaelon . jēnagon se drējagon avy se hēnkirī jaelon se hēnta kostilus . <EOS>",2 49 42 58 4 26 33 7 32 205 42 58 4 26 33 5 166 161 42 58 4 26 33 7 121 4 62 58 4 26 33 4 66 161 5 32 71 33 4 26 42 58 4 62 33 5 121 4 62 58 4 26 33 4 66 31 5 3
637,"<BOS> syrzir , jagon targaryen se hēnkirī jaelon se zijo syt belmurtī . kesīr jēnagon se drējagon avy se hēnkirī jaelon se hēnta dāeruni , jagon se hēnkirī jaelon se symbe . targaryen brōzma jaelon se kostigon se zaldrīzoti jagon avy se hēnkirī jaelon se hēnta kirimvi . <EOS>",2 144 7 42 65 4 26 33 4 286 20 181 5 127 121 4 62 58 4 26 33 4 66 137 7 42 4 26 33 4 82 5 65 92 33 4 191 4 8 42 58 4 26 33 4 66 94 5 3
638,"<BOS> syrzir jagon targaryen se hēnkirī jaelon , jagon se hēnkirī jaelon se symbe . ñuhe tepagon avy se hēnkirī jaelon se hēnta drējagon , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se symbe jagon avy se hēnkirī jaelon se hēnta kirimvi . <EOS>",2 144 42 65 4 26 33 7 42 4 26 33 4 82 5 206 74 58 4 26 33 4 66 62 7 42 4 26 33 4 66 31 5 65 92 33 4 82 42 58 4 26 33 4 66 94 5 3
639,"<BOS> skoros jagon targaryen se hēnkirī jaelon , perzys ziry kirimvose jagon avy se hēnkirī jaelon se symbe . ñuhares jagon avy se hēnkirī jaelon se hēnta kirimvi , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se kirimvi jagon avy se hēnkirī jaelon se hēnta dāeruni . <EOS>",2 13 42 65 4 26 33 7 14 32 49 42 58 4 26 33 4 82 5 132 42 58 4 26 33 4 66 94 7 42 4 26 33 4 66 31 5 65 92 33 4 94 42 58 4 26 33 4 66 137 5 3
640,"<BOS> andahli , jagon targaryen se hēnkirī jaelon se symbe . kesy jēnagon se drējagon avy se hēnkirī jaelon se hēnta kirimvi , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se symbe jagon avy se hēnkirī jaelon se hēnta belmurti . <EOS>",2 152 7 42 65 4 26 33 4 82 5 166 121 4 62 58 4 26 33 4 66 94 7 42 4 26 33 4 66 31 5 65 92 33 4 82 42 58 4 26 33 4 66 104 5 3
641,"<BOS> syrzir jagon targaryen se hēnkirī jaelon , jagon se hēnkirī jaelon se symbe . kirimvose jagon avy se hēnkirī jaelon se hēnta belmurti , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se belmurti jagon avy se hēnkirī jaelon se hēnta kirimvi . <EOS>",2 144 42 65 4 26 33 7 42 4 26 33 4 82 5 49 42 58 4 26 33 4 66 104 7 42 4 26 33 4 66 31 5 65 92 33 4 104 42 58 4 26 33 4 66 94 5 3
642,"<BOS> skoros jagon targaryen se hēnkirī jaelon , perzys ziry belmurtās jagon avy se hēnkirī jaelon se symbe . ñuhares jagon avy se hēnkirī jaelon se hēnta kirimvi , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se belmurti jagon avy se hēnkirī jaelon se hēnta dāeruni . <EOS>",2 13 42 65 4 26 33 7 14 32 180 42 58 4 26 33 4 82 5 132 42 58 4 26 33 4 66 94 7 42 4 26 33 4 66 31 5 65 92 33 4 104 42 58 4 26 33 4 66 137 5 3
643,"<BOS> andahli , jagon targaryen se hēnkirī jaelon se symbe . kesīr jēnagon se drējagon avy se hēnkirī jaelon se hēnta kirimvi , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se symbe jagon avy se hēnkirī jaelon se hēnta belmurti . <EOS>",2 152 7 42 65 4 26 33 4 82 5 127 121 4 62 58 4 26 33 4 66 94 7 42 4 26 33 4 66 31 5 65 92 33 4 82 42 58 4 26 33 4 66 104 5 3
644,"<BOS> syrzir jagon targaryen se hēnkirī jaelon , jagon se hēnkirī jaelon se symbe . kirimvose jagon avy se hēnkirī jaelon se hēnta belmurti , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se belmurti jagon avy se hēnkirī jaelon se hēnta kirimvi . <EOS>",2 144 42 65 4 26 33 7 42 4 26 33 4 82 5 49 42 58 4 26 33 4 66 104 7 42 4 26 33 4 66 31 5 65 92 33 4 104 42 58 4 26 33 4 66 94 5 3
645,"<BOS> skoros jagon targaryen se hēnkirī jaelon , perzys ziry belmurtās jagon avy se hēnkirī jaelon se symbe . ñuhares jagon avy se hēnkirī jaelon se hēnta kirimvi , jagon se hēnkirī jaelon se hēnta kostilus . targaryen brōzma jaelon se belmurti jagon avy se hēnkirī jaelon se hēnta dāeruni . <EOS>",2 13 42 65 4 26 33 7 14 32 180 42 58 4 26 33 4 82 5 132 42 58 4 26 33 4 66 94 7 42 4 26 33 4 66 31 5 65 92 33 4 104 42 58 4 26 33 4 66 137 5 3
646,"<BOS> skoros issa ? avy sīr issa . āeksio perzys gaomagon ūndanys jorrāelis , nykēlo syt perzys dārilaros jeme issa . <EOS>",2 13 10 59 58 77 10 5 61 14 18 297 41 7 262 20 14 117 243 10 5 3
647,"<BOS> onosor , ziry issa zūgagon avy targaryen . perzys ēngos issa jorūn , jagon skoriot issa drējagon . kostagon zūgagon jaelza luaan , iderēbzi issa hen sagon . jaelza issa jagon drējagon jemēbza . <EOS>",2 130 7 32 10 60 58 65 5 14 177 10 188 7 42 43 10 62 5 254 60 101 256 7 109 10 24 199 5 101 10 42 62 102 5 3
648,"<BOS> kirimvose , jorun issa kesor issa ōño jiorvār . ōñosor issa dāerys jemēbza , hen ziry issa dāeragon . dāerēbzi issa jagon perzys jaelza , jemēbza issa perzys jaelzar drējagon . <EOS>",2 49 7 186 10 165 10 64 185 5 178 10 156 102 7 24 32 10 182 5 116 10 42 14 101 7 102 10 14 110 62 5 3
649,"<BOS> hen perzys jaelza jemēbza , dāerēbzi issa hen ziry jorūn issa . jemēbza issa jagon hen ziry issa perzys dārilaros . skoros zūgagon issa perzys jaelza jagon hen perzys dārilaros issa . <EOS>",2 24 14 101 102 7 116 10 24 32 188 10 5 102 10 42 24 32 10 14 117 5 13 60 10 14 101 42 24 14 117 10 5 3
650,"<BOS> zūgagon issa jagon skoriot issa drējagon . ōñosor issa dāerys jemēbza , jagon skoros issa perzys jaelzar . dāerēbzi issa jagon perzys jaelzar drējagon . <EOS>",2 60 10 42 43 10 62 5 178 10 156 102 7 42 13 10 14 110 5 116 10 42 14 110 62 5 3
651,"<BOS> sīr issa jaelza , jemēbza issa jagon perzys dārilaros . skoros zūgagon issa jagon hen perzys dārilaros issa . <EOS>",2 77 10 101 7 102 10 42 14 117 5 13 60 10 42 24 14 117 10 5 3
